,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
402,000070,KR7000070003,삼양홀딩스,KOSPI,,63800,2,-1500,-2.3,65300,65700,63800,11125,717100900,546400489800,8564271,STK
403,082270,KR7082270000,젬백스,KOSDAQ,중견기업부,13600,2,-40,-0.29,13760,13790,13360,60712,820199040,543920766400,39994174,KSQ
404,403550,KR7403550007,쏘카,KOSPI,,16540,1,500,3.12,16010,16700,15870,89538,1465944520,542318101580,32788277,STK
405,031980,KR7031980006,피에스케이홀딩스,KOSDAQ,우량기업부,25100,2,-350,-1.38,25550,26300,24900,292674,7532894950,541216114500,21562395,KSQ
406,041190,KR7041190000,우리기술투자,KOSDAQ,우량기업부,6410,2,-130,-1.99,6620,6730,6410,3673487,24090940940,538440000000,84000000,KSQ
407,950210,KR8702070002,프레스티지바이오파마,KOSPI,,8920,2,-230,-2.51,9350,9470,8910,87323,795320180,536057702600,60096155,STK
408,069080,KR7069080000,웹젠,KOSDAQ GLOBAL,우량기업부,15320,2,-730,-4.55,15950,16130,15250,78069,1209793840,535447542880,34950884,KSQ
409,018290,KR7018290007,브이티,KOSDAQ,우량기업부,14950,2,-750,-4.78,15600,15700,14800,741799,11170139150,535180204650,35798007,KSQ
410,108860,KR7108860008,셀바스AI,KOSDAQ,벤처기업부,19880,2,-520,-2.55,20550,20750,19690,513644,10251627730,535066025200,26914790,KSQ
411,381970,KR7381970003,케이카,KOSPI,,11100,1,200,1.83,10830,11190,10780,130017,1440528090,534821010300,48182073,STK
412,068240,KR7068240001,다원시스,KOSDAQ,중견기업부,15580,2,-160,-1.02,15770,15960,15230,262293,4073951350,533824348460,34263437,KSQ
413,460860,KR7460860000,동국제강,KOSPI,,10720,2,-150,-1.38,10800,10870,10640,114880,1233558340,531797942240,49608017,STK
414,005440,KR7005440003,현대지에프홀딩스,KOSPI,,3370,2,-90,-2.6,3460,3460,3340,186547,630891255,525397494370,155904301,STK
415,005610,KR7005610001,SPC삼립,KOSPI,,60600,2,-700,-1.14,61300,61800,60600,6600,402462500,522917945400,8629009,STK
416,093320,KR7093320000,케이아이엔엑스,KOSDAQ,우량기업부,107000,1,3200,3.08,104000,108400,101500,48268,5116224700,522160000000,4880000,KSQ
417,335890,KR7335890000,비올,KOSDAQ,벤처기업부,8940,2,-60,-0.67,9000,9050,8800,931171,8311337470,521498378880,58333152,KSQ
418,005180,KR7005180005,빙그레,KOSPI,,52800,2,-1300,-2.4,53900,54300,52500,20714,1102660800,520145524800,9851241,STK
419,215000,KR7215000001,골프존,KOSDAQ GLOBAL,우량기업부,82500,2,-700,-0.84,84500,84500,82200,18346,1518768400,517721737500,6275415,KSQ
420,257720,KR7257720003,실리콘투,KOSDAQ,벤처기업부,8570,2,-130,-1.49,8740,8780,8550,533483,4602928250,517535735380,60389234,KSQ
421,383800,KR7383800000,LX홀딩스,KOSPI,,6760,2,-70,-1.02,6800,6830,6740,110984,751919910,515657464400,76280690,STK
422,336370,KR7336370002,솔루스첨단소재,KOSPI,,14650,2,-320,-2.14,14970,14970,14390,119472,1737986900,514379006750,35111195,STK
423,358570,KR7358570000,지아이이노베이션,KOSDAQ,기술성장기업부,23250,2,-750,-3.13,23800,23900,22950,227283,5301176950,513134475000,22070300,KSQ
424,033290,KR7033290008,코웰패션,KOSDAQ,우량기업부,5730,0,0,0.0,0,0,0,0,0,507106340820,88500234,KSQ
425,218410,KR7218410009,RFHIC,KOSDAQ,우량기업부,19080,1,160,0.85,18920,19800,18700,723123,13995552910,505323153360,26484442,KSQ
426,032190,KR7032190001,다우데이타,KOSDAQ,우량기업부,13060,2,-320,-2.39,13390,13410,13050,146065,1919330370,500198000000,38300000,KSQ
427,003000,KR7003000007,부광약품,KOSPI,,7030,2,-770,-9.87,7740,7750,6960,1443712,10533912930,499573234470,71063049,STK
428,200130,KR7200130003,콜마비앤에이치,KOSDAQ GLOBAL,우량기업부,16730,2,-420,-2.45,17320,17340,16710,40204,679175840,494263725340,29543558,KSQ
429,002240,KR7002240000,고려제강,KOSPI,,19720,2,-580,-2.86,20250,20350,19520,42950,849413490,493000000000,25000000,STK
430,00680K,KR700680K019,미래에셋증권2우B,KOSPI,,3520,2,-60,-1.68,3580,3580,3515,110408,389856280,492800000000,140000000,STK
431,057050,KR7057050007,현대홈쇼핑,KOSPI,,40600,2,-400,-0.98,41200,41200,40350,6742,273819100,487200000000,12000000,STK
432,445090,KR7445090004,에이직랜드,KOSDAQ,벤처기업부,45500,2,-3550,-7.24,50300,50800,44750,776972,36148718400,485867382000,10678404,KSQ
433,131290,KR7131290009,티에스이,KOSDAQ GLOBAL,우량기업부,43800,2,-750,-1.68,44900,45600,43750,55123,2441079000,484490590200,11061429,KSQ
434,095500,KR7095500005,미래나노텍,KOSDAQ,우량기업부,15620,2,-440,-2.74,16220,16220,15550,197268,3099678870,484376184380,31009999,KSQ
435,182400,KR7182400002,엔케이맥스,KOSDAQ,기술성장기업부,5830,2,-130,-2.18,5990,6000,5680,795270,4594508260,483130298530,82869691,KSQ
436,348340,KR7348340001,뉴로메카,KOSDAQ,기술성장기업부,45700,2,-1000,-2.14,46700,48150,42800,2473025,111752850350,481297319000,10531670,KSQ
437,036810,KR7036810000,에프에스티,KOSDAQ,우량기업부,22100,2,-400,-1.78,22550,22800,22100,69311,1545278300,480825036900,21756789,KSQ
438,097520,KR7097520001,엠씨넥스,KOSPI,,26650,2,-1100,-3.96,28000,28000,26600,71794,1939050600,479106557800,17977732,STK
439,003470,KR7003470002,유안타증권,KOSPI,,2395,2,-25,-1.03,2425,2430,2370,198176,473304995,478033799520,199596576,STK
440,007390,KR7007390008,네이처셀,KOSDAQ,중견기업부,7450,2,-160,-2.1,7610,7610,7370,195140,1455007490,477970812200,64157156,KSQ
441,228760,KR7228760005,지노믹트리,KOSDAQ,기술성장기업부,19890,2,-1310,-6.18,20800,21000,19800,836296,16868805960,477605323260,24012334,KSQ
442,232140,KR7232140004,와이아이케이,KOSDAQ,우량기업부,5820,2,-220,-3.64,6200,6220,5780,2937667,17383439690,477503937000,82045350,KSQ
443,338220,KR7338220007,뷰노,KOSDAQ,기술성장기업부,34550,2,-2900,-7.74,37450,37500,34550,447593,15859580250,472974263450,13689559,KSQ
444,394280,KR7394280002,오픈엣지테크놀로지,KOSDAQ,기술성장기업부,22000,2,-950,-4.14,23400,23600,21950,602011,13528128450,472115820000,21459810,KSQ
445,003570,KR7003570009,SNT다이내믹스,KOSPI,,14120,2,-260,-1.81,14210,14300,14000,90094,1273073060,469528081640,33252697,STK
446,241590,KR7241590009,화승엔터프라이즈,KOSPI,,7710,2,-170,-2.16,7860,7860,7610,251609,1932816060,467143317960,60589276,STK
447,299030,KR7299030007,하나기술,KOSDAQ,벤처기업부,57200,2,-2000,-3.38,59700,59700,56600,90110,5165314200,466786720400,8160607,KSQ
448,323990,KR7323990002,박셀바이오,KOSDAQ,기술성장기업부,20300,2,-250,-1.22,20750,20850,19970,136470,2761960780,466761960000,22993200,KSQ
449,900140,KYG5307W1015,엘브이엠씨홀딩스,KOSPI,,2720,2,-135,-4.73,2840,2865,2700,1869662,5142122305,466720477920,171588411,STK
450,091700,KR7091700005,파트론,KOSDAQ GLOBAL,우량기업부,7920,2,-110,-1.37,8100,8100,7900,183790,1462011350,466632254880,58918214,KSQ
451,034120,KR7034120006,SBS,KOSPI,,25100,2,-350,-1.38,25350,25800,25050,137780,3495843300,465636073800,18551238,STK
452,060250,KR7060250008,NHN KCP,KOSDAQ GLOBAL,우량기업부,11590,2,-370,-3.09,11960,12290,11560,1213035,14312499390,465461481490,40160611,KSQ
453,243070,KR7243070000,휴온스,KOSDAQ GLOBAL,우량기업부,38600,2,-900,-2.28,39800,39800,38550,46828,1828939450,462415069000,11979665,KSQ
454,253590,KR7253590004,네오셈,KOSDAQ,우량기업부,10640,2,-940,-8.12,11140,11250,10490,3566635,38584863080,462267089200,43446155,KSQ
455,360070,KR7360070007,탑머티리얼,KOSDAQ,벤처기업부,57800,2,-300,-0.52,59000,59000,56900,35872,2072709800,461495025400,7984343,KSQ
456,043150,KR7043150002,바텍,KOSDAQ,우량기업부,31000,2,-50,-0.16,31700,31950,30900,28235,879547450,460481936000,14854256,KSQ
457,034310,KR7034310003,NICE,KOSPI,,12270,2,-30,-0.24,12300,12300,12100,11835,144127740,460167662790,37503477,STK
458,284740,KR7284740008,쿠쿠홈시스,KOSPI,,20500,2,-300,-1.44,20900,21000,20300,20803,427773400,459965265000,22437330,STK
459,199800,KR7199800004,툴젠,KOSDAQ,기술성장기업부,58000,2,-2800,-4.61,60200,60800,57500,47026,2750475800,459317892000,7919274,KSQ
460,089030,KR7089030001,테크윙,KOSDAQ,우량기업부,12230,2,-240,-1.92,12530,12690,12080,971864,12003682920,456835078350,37353645,KSQ
461,145990,KR7145990008,삼양사,KOSPI,,44200,2,-150,-0.34,44350,44400,43400,17052,746691800,455854445800,10313449,STK
462,020000,KR7020000006,한섬,KOSPI,,18460,2,-410,-2.17,18790,18820,17870,161772,2962374720,454669800000,24630000,STK
463,000370,KR7000370007,한화손해보험,KOSPI,,3865,2,-100,-2.52,3935,3960,3855,419226,1634360475,451195906475,116738915,STK
464,053610,KR7053610002,프로텍,KOSDAQ,우량기업부,40850,1,350,0.86,40750,41650,39900,49914,2024100300,449350000000,11000000,KSQ
465,018250,KR7018250001,애경산업,KOSPI,,16890,2,-260,-1.52,17150,17330,16800,27796,471326100,446063802150,26409935,STK
466,068400,KR7068400001,SK렌터카,KOSPI,,9600,0,0,0.0,0,0,0,0,0,444706003200,46323542,STK
467,200880,KR7200880003,서연이화,KOSPI,,16350,2,-820,-4.78,17160,17160,16330,262381,4340733610,441914944950,27028437,STK
468,357120,KR7357120005,코람코라이프인프라리츠,KOSPI,,4990,2,-20,-0.4,5040,5110,4980,44043,220238315,441787025260,88534474,STK
469,052020,KR7052020005,에스티큐브,KOSDAQ,벤처기업부,9500,2,-300,-3.06,9890,9890,9390,268623,2559492670,439645759500,46278501,KSQ
470,033640,KR7033640004,네패스,KOSDAQ,중견기업부,18940,2,-490,-2.52,19690,19900,18820,254922,4874597470,436741285880,23059202,KSQ
471,054450,KR7054450002,텔레칩스,KOSDAQ,우량기업부,28650,2,-850,-2.88,30350,30350,28650,393042,11430572250,433882275450,15144233,KSQ
472,249420,KR7249420001,일동제약,KOSPI,,15670,2,-280,-1.76,15990,16110,15510,159942,2500828160,433866823120,27687736,STK
473,056080,KR7056080005,유진로봇,KOSDAQ,중견기업부,11500,2,-320,-2.71,11930,11950,11280,682093,7844871630,431389748000,37512152,KSQ
474,007810,KR7007810005,코리아써키트,KOSPI,,18140,2,-290,-1.57,18810,19100,18000,321412,5898195940,428480423140,23620751,STK
475,058650,KR7058650003,세아홀딩스,KOSPI,,107000,2,-1500,-1.38,109000,109000,107000,134,14404500,428000000000,4000000,STK
476,011930,KR7011930005,신성이엔지,KOSPI,,2075,1,85,4.27,2030,2340,2020,36194974,79288184795,427134913325,205848151,STK
477,377740,KR7377740006,바이오노트,KOSPI,,4170,2,-145,-3.36,4355,4355,4165,77796,327165035,425573720160,102056048,STK
478,001940,KR7001940006,KISCO홀딩스,KOSPI,,26300,2,-700,-2.59,26950,27100,26200,32485,871073850,425438794000,16176380,STK
479,001390,KR7001390004,KG케미칼,KOSPI,,6200,2,-260,-4.02,6510,6530,6170,395017,2478720540,424508048000,68469040,STK
480,014830,KR7014830004,유니드,KOSPI,,62100,2,-1100,-1.74,63500,63500,61300,27234,1694654500,420267960000,6767600,STK
481,206640,KR7206640005,바디텍메드,KOSDAQ,우량기업부,17850,2,-100,-0.56,17820,18200,17530,156332,2780929830,419235096000,23486560,KSQ
482,006730,KR7006730006,서부T&D,KOSDAQ,우량기업부,6800,2,-130,-1.88,6990,6990,6760,129730,885578560,418630038800,61563241,KSQ
483,003920,KR7003920006,남양유업,KOSPI,,579000,2,-11000,-1.86,589000,589000,578000,1952,1135772000,416880000000,720000,STK
484,136480,KR7136480001,하림,KOSDAQ,우량기업부,3920,1,330,9.19,3585,4450,3520,40652500,165957385785,416342031840,106209702,KSQ
485,194480,KR7194480000,데브시스터즈,KOSDAQ,우량기업부,34700,2,-1200,-3.34,35750,36400,34400,93967,3286320150,415919752000,11986160,KSQ
486,050890,KR7050890003,쏠리드,KOSDAQ,우량기업부,6780,2,-300,-4.24,7040,7210,6760,3177916,22000261870,415082719200,61221640,KSQ
487,001470,KR7001470004,삼부토건,KOSPI,,2030,2,-55,-2.64,2090,2095,2020,2021749,4120605870,414646285620,204259254,STK
488,001725,KR7001721000,신영증권우,KOSPI,,58500,2,-300,-0.51,58700,58800,58500,162,9501400,412645135500,7053763,STK
489,047920,KR7047920004,HLB제약,KOSDAQ,기술성장기업부,13370,1,220,1.67,13150,13790,12900,230339,3025330500,410071778060,30671038,KSQ
490,108490,KR7108490004,로보티즈,KOSDAQ,기술성장기업부,31950,2,-1500,-4.48,34250,34300,31350,912710,29452180950,409324198050,12811399,KSQ
491,101730,KR7101730000,위메이드맥스,KOSDAQ,중견기업부,12290,2,-740,-5.68,13030,13140,12230,151808,1900049260,409199138680,33295292,KSQ
492,103590,KR7103590006,일진전기,KOSPI,,11020,2,-300,-2.65,11430,11460,10990,278728,3095887200,408625897800,37080390,STK
493,117730,KR7117730002,티로보틱스,KOSDAQ,벤처기업부,22900,2,-1250,-5.18,23650,23700,22500,1718540,39548646850,408468674000,17837060,KSQ
494,448280,KR7448280008,에코아이,KOSDAQ,중견기업부,41200,2,-2400,-5.5,43200,44050,41050,127040,5315732750,406934171600,9877043,KSQ
495,241710,KR7241710003,코스메카코리아,KOSDAQ,우량기업부,37950,2,-1300,-3.31,38800,39700,37150,57637,2222821300,405306000000,10680000,KSQ
496,039440,KR7039440003,에스티아이,KOSDAQ,우량기업부,25600,2,-300,-1.16,26250,26500,25550,162095,4196633500,405248000000,15830000,KSQ
497,372320,KR7372320002,큐로셀,KOSDAQ,기술성장기업부,29750,2,-850,-2.78,30550,30600,29200,219864,6529547550,404978896000,13612736,KSQ
498,101160,KR7101160000,월덱스,KOSDAQ,우량기업부,24500,2,-100,-0.41,24800,25050,24400,169895,4172095900,404519328500,16510993,KSQ
499,432720,KR7432720001,퀄리타스반도체,KOSDAQ,기술성장기업부,37000,2,-3100,-7.73,40800,41500,36400,902386,33975115050,403590080000,10907840,KSQ
500,319400,KR7319400008,현대무벡스,KOSDAQ,우량기업부,3425,2,-205,-5.65,3625,3625,3425,846499,2953988585,402604859200,117548864,KSQ
501,432320,KR7432320000,KB스타리츠,KOSPI,,3965,2,-55,-1.37,3985,4035,3945,91749,364133080,402107640025,101414285,STK
502,010690,KR7010690006,화신,KOSPI,,11500,2,-670,-5.51,12230,12240,11500,352524,4125419950,401584715000,34920410,STK
503,118990,KR7118990001,모트렉스,KOSDAQ,우량기업부,16080,2,-550,-3.31,16670,16790,15980,289379,4686616420,399780799200,24861990,KSQ
504,033270,KR7033270000,유나이티드제약,KOSPI,,24550,2,-800,-3.16,25650,25650,24500,48202,1193909800,398810380100,16244822,STK
505,101360,KR7101360006,에코앤드림,KOSDAQ,우량기업부,34750,1,450,1.31,33850,35350,33300,471135,16216185050,396681084250,11415283,KSQ
506,297890,KR7297890006,HB솔루션,KOSDAQ,우량기업부,5710,1,10,0.18,5790,5820,5540,1783373,10150396760,395375457270,69242637,KSQ
507,402030,KR7402030001,코난테크놀로지,KOSDAQ,기술성장기업부,34600,2,-1600,-4.42,36250,36450,34250,98732,3439794450,395190404800,11421688,KSQ
508,378340,KR7378340004,필에너지,KOSDAQ,중견기업부,18610,2,-510,-2.67,19110,19450,18610,354852,6724294710,394697294020,21208882,KSQ
509,000490,KR7000490003,대동,KOSPI,,15470,2,-620,-3.85,16080,16150,15320,750134,11637906270,392823336360,25392588,STK
510,099320,KR7099320004,쎄트렉아이,KOSDAQ,벤처기업부,35850,2,-1700,-4.53,37550,37550,35650,70031,2537760750,392603316300,10951278,KSQ
511,099430,KR7099430001,바이오플러스,KOSDAQ,벤처기업부,6770,2,-260,-3.7,6960,7020,6700,424541,2883253610,392191949280,57930864,KSQ
512,017940,KR7017940008,E1,KOSPI,,57100,2,-1200,-2.06,58000,58500,56500,26412,1507249100,391706000000,6860000,STK
513,448730,KR7448730002,삼성FN리츠,KOSPI,,5050,2,-10,-0.2,5010,5050,5000,47985,241312030,390365000000,77300000,STK
514,183190,KR7183190008,아세아시멘트,KOSPI,,9990,2,-150,-1.48,10140,10140,9900,83777,835423080,389191319100,38958090,STK
515,012630,KR7012630000,HDC,KOSPI,,6470,2,-30,-0.46,6530,6550,6340,107209,691681590,386528934870,59741721,STK
516,002030,KR7002030005,아세아,KOSPI,,180900,2,-1600,-0.88,182900,183100,178900,1182,214221800,386403123600,2136004,STK
517,114190,KR7114190002,강원에너지,KOSDAQ,중견기업부,14740,2,-880,-5.63,15650,15670,14700,164105,2469452180,385053580120,26123038,KSQ
518,263720,KR7263720005,디앤씨미디어,KOSDAQ,중견기업부,30800,2,-1350,-4.2,32250,32700,30500,168623,5289637100,384612967200,12487434,KSQ
519,151860,KR7151860004,KG ETS,KOSDAQ,우량기업부,10660,2,-160,-1.48,10780,10860,10650,150781,1615797840,383760000000,36000000,KSQ
520,042600,KR7042600007,새로닉스,KOSDAQ,우량기업부,30850,2,-1150,-3.59,32400,33150,30450,138176,4412599350,383267257900,12423574,KSQ
521,041830,KR7041830001,인바디,KOSDAQ,우량기업부,28000,2,-1000,-3.45,29150,29150,27200,66001,1847383350,383145896000,13683782,KSQ
522,094170,KR7094170008,동운아나텍,KOSDAQ,벤처기업부,20200,2,-550,-2.65,21000,21400,20200,498948,10323702800,382846176200,18952781,KSQ
523,017810,KR7017810003,풀무원,KOSPI,,10040,2,-140,-1.38,10130,10180,10000,88102,882987750,382730241680,38120542,STK
524,123890,KR7123890006,한국자산신탁,KOSPI,,3085,2,-45,-1.44,3125,3130,3075,109277,338735050,382471364920,123977752,STK
525,095610,KR7095610002,테스,KOSDAQ GLOBAL,우량기업부,19320,2,-550,-2.77,19870,20000,19320,115228,2255604750,381922126320,19768226,KSQ
526,095700,KR7095700001,제넥신,KOSDAQ,기술성장기업부,9140,2,-340,-3.59,9500,9600,9070,183788,1690963130,379406829160,41510594,KSQ
527,453340,KR7453340002,현대그린푸드,KOSPI,,11190,2,-110,-0.97,11360,11360,11160,144543,1623921570,379127427660,33880914,STK
528,003520,KR7003520004,영진약품,KOSPI,,2070,2,-30,-1.43,2095,2105,2050,282289,583997130,378587953170,182892731,STK
529,206650,KR7206650004,유바이오로직스,KOSDAQ,기술성장기업부,10380,2,-240,-2.26,10620,10620,10250,156227,1630564640,378400896660,36454807,KSQ
530,084690,KR7084690007,대상홀딩스,KOSPI,,10400,2,-310,-2.89,10710,10710,10210,366792,3801637170,376610395200,36212538,STK
531,094800,KR7094800000,맵스리얼티1,KOSPI,,4040,3,0,0.0,4035,4060,4010,67641,272028740,375050697240,92834331,STK
532,119610,KR7119610004,인터로조,KOSDAQ,우량기업부,28350,2,-400,-1.39,28750,28800,28250,38273,1087019300,374687151300,13216478,KSQ
533,200710,KR7200710002,에이디테크놀로지,KOSDAQ,우량기업부,27900,3,0,0.0,28300,28700,27400,214480,5967764250,374615225100,13427069,KSQ
534,002310,KR7002310001,아세아제지,KOSPI,,41600,2,-850,-2.0,42450,42650,41250,23445,976277500,372590483200,8956502,STK
535,093050,KR7093050003,LF,KOSPI,,12670,2,-150,-1.17,12820,12820,12600,30608,388593120,370470800000,29240000,STK
536,004430,KR7004430005,송원산업,KOSPI,,15370,2,-570,-3.58,15860,15940,15280,213038,3304031160,368880000000,24000000,STK
537,001820,KR7001820000,삼화콘덴서,KOSPI,,35300,2,-1400,-3.81,36650,36850,35300,38723,1383198400,366943500000,10395000,STK
538,298690,KR7298690009,에어부산,KOSPI,,3135,2,-30,-0.95,3135,3210,3110,346191,1094744790,365666400000,116640000,STK
539,025860,KR7025860008,남해화학,KOSPI,,7360,2,-140,-1.87,7500,7590,7320,192010,1420529980,365636284480,49678843,STK
540,104830,KR7104830005,원익머트리얼즈,KOSDAQ,우량기업부,29000,2,-50,-0.17,29150,29500,28650,33229,964319400,365632000000,12608000,KSQ
541,004690,KR7004690004,삼천리,KOSPI,,90100,2,-2000,-2.17,92100,92100,90000,21547,1955017700,365357752500,4055025,STK
542,082920,KR7082920000,비츠로셀,KOSDAQ,우량기업부,16120,2,-530,-3.18,16600,16650,16030,90677,1468059210,364402272000,22605600,KSQ
543,102710,KR7102710001,이엔에프테크놀로지,KOSDAQ,우량기업부,25400,2,-300,-1.17,26250,26250,25350,87538,2248007450,362911034400,14287836,KSQ
544,298830,KR7298830001,슈어소프트테크,KOSDAQ,벤처기업부,6870,2,-30,-0.43,6810,7080,6700,1200104,8314620330,361492949070,52619061,KSQ
545,009290,KR7009290008,광동제약,KOSPI,,6850,2,-210,-2.97,7080,7080,6830,196060,1352427630,359082829350,52420851,STK
546,425420,KR7425420007,티에프이,KOSDAQ,벤처기업부,31450,1,250,0.8,31650,32100,30600,63407,1985319550,357932450000,11381000,KSQ
547,451800,KR7451800007,한화리츠,KOSPI,,5050,2,-10,-0.2,4995,5050,4995,12749,63933235,356530000000,70600000,STK
548,317330,KR7317330009,덕산테코피아,KOSDAQ,우량기업부,19380,2,-720,-3.58,20100,20450,19370,186123,3682022680,356154554640,18377428,KSQ
549,093230,KR7093230001,이아이디,KOSPI,,1392,0,0,0.0,0,0,0,0,0,354103029120,254384360,STK
550,005090,KR7005090006,SGC에너지,KOSPI,,24550,2,-400,-1.6,24950,24950,24350,23680,580491250,353749125150,14409333,STK
551,005810,KR7005810007,풍산홀딩스,KOSPI,,35350,2,-900,-2.48,36250,36250,35300,8479,300780150,353447964800,9998528,STK
552,090435,KR7090431008,아모레퍼시픽우,KOSPI,,33400,2,-450,-1.33,34050,34150,33200,12653,424882250,352631522000,10557830,STK
553,340570,KR7340570001,티앤엘,KOSDAQ,우량기업부,43350,2,-800,-1.81,44050,44050,42650,122981,5311740750,352348800000,8128000,KSQ
554,200670,KR7200670008,휴메딕스,KOSDAQ,우량기업부,31250,2,-550,-1.73,31700,31800,30900,38794,1211332300,350935312500,11229930,KSQ
555,003545,KR7003541000,대신증권우,KOSPI,,13490,2,-80,-0.59,13520,13570,13440,38156,514937810,350740000000,26000000,STK
556,001340,KR7001340009,백광산업,KOSPI,,7790,0,0,0.0,0,0,0,0,0,349914390530,44918407,STK
557,034950,KR7034950006,한국기업평가,KOSDAQ,우량기업부,77000,2,-400,-0.52,77000,77500,76800,710,54715900,349619578000,4540514,KSQ
558,314930,KR7314930009,바이오다인,KOSDAQ,기술성장기업부,56500,2,-2700,-4.56,58800,59000,54800,112214,6369471500,349322267500,6182695,KSQ
559,306200,KR7306200007,세아제강,KOSPI,,122900,2,-2000,-1.6,124900,125000,122500,3471,427097900,348581270000,2836300,STK
560,016800,KR7016800005,퍼시스,KOSPI,,30300,2,-50,-0.16,30100,30850,30100,1492,45086350,348450000000,11500000,STK
561,005690,KR7005690003,파미셀,KOSPI,,5790,2,-260,-4.3,6010,6040,5730,425302,2483804230,347498221560,60016964,STK
562,108670,KR7108670001,LX하우시스,KOSPI,,38700,2,-600,-1.53,39300,39300,38150,23439,903642800,347048829000,8967670,STK
563,304100,KR7304100001,솔트룩스,KOSDAQ,기술성장기업부,28950,2,-1450,-4.77,30650,31200,28750,419297,12365397850,345338528400,11928792,KSQ
564,023160,KR7023160005,태광,KOSDAQ,우량기업부,13010,2,-670,-4.9,13630,13820,12940,252427,3317314160,344765000000,26500000,KSQ
565,006405,KR7006401004,삼성SDI우,KOSPI,,213000,2,-7000,-3.18,220500,221000,212500,3987,854095000,344611848000,1617896,STK
566,027410,KR7027410000,BGF,KOSPI,,3600,2,-75,-2.04,3670,3685,3590,77796,282391910,344580447600,95716791,STK
567,110990,KR7110990009,디아이티,KOSDAQ,우량기업부,18230,2,-650,-3.44,19130,19480,18080,156849,2910582910,344547000000,18900000,KSQ
568,033500,KR7033500000,동성화인텍,KOSDAQ,우량기업부,11470,2,-80,-0.69,11700,11700,11470,119370,1375036470,343979496180,29989494,KSQ
569,439090,KR7439090002,마녀공장,KOSDAQ,중견기업부,20950,2,-1250,-5.63,22200,22300,20850,297224,6327511950,343124547000,16378260,KSQ
570,092040,KR7092040005,아미코젠,KOSDAQ,기술성장기업부,6260,2,-270,-4.13,6620,6630,6200,312706,1981530560,342467616620,54707287,KSQ
571,033100,KR7033100009,제룡전기,KOSDAQ,우량기업부,21300,2,-700,-3.18,22200,22200,21150,322982,6934402950,342129311700,16062409,KSQ
572,071970,KR7071970008,STX중공업,KOSPI,,11960,2,-370,-3.0,12200,12320,11890,160636,1935341910,341489921240,28552669,STK
573,041020,KR7041020009,폴라리스오피스,KOSDAQ,벤처기업부,6860,1,420,6.52,6920,7200,6520,17788089,122225808570,341116916280,49725498,KSQ
574,064290,KR7064290000,인텍플러스,KOSDAQ,우량기업부,26550,2,-650,-2.39,27500,27700,26400,153081,4093838250,340794791100,12835962,KSQ
575,083310,KR7083310003,엘오티베큠,KOSDAQ,우량기업부,19120,2,-520,-2.65,19700,19970,19060,329188,6373839840,340527830960,17810033,KSQ
576,092220,KR7092220003,KEC,KOSPI,,1694,2,-56,-3.2,1737,1756,1690,4244568,7242051085,340092760854,200763141,STK
577,007690,KR7007690001,국도화학,KOSPI,,37700,2,-1150,-2.96,38900,38900,37550,30365,1155680450,339700223200,9010616,STK
578,060980,KR7060980000,HL홀딩스,KOSPI,,33400,2,-500,-1.47,33950,33950,33200,20871,701626900,339658294000,10169410,STK
579,089010,KR7089010003,켐트로닉스,KOSDAQ,우량기업부,22300,2,-650,-2.83,22950,23050,22250,161268,3615788450,338239264000,15167680,KSQ
580,243840,KR7243840006,신흥에스이씨,KOSDAQ,우량기업부,43450,2,-900,-2.03,44050,44100,42700,28539,1234381400,338206414150,7783807,KSQ
581,060150,KR7060150000,인선이엔티,KOSDAQ,우량기업부,7260,2,-240,-3.2,7480,7500,7250,92821,680427580,338051823120,46563612,KSQ
582,100790,KR7100790005,미래에셋벤처투자,KOSDAQ,우량기업부,6240,2,-130,-2.04,6300,6390,6140,237450,1479314530,338004264000,54167350,KSQ
583,039840,KR7039840004,디오,KOSDAQ,우량기업부,21250,2,-250,-1.16,21500,21600,21000,38083,807541200,337487293750,15881755,KSQ
584,054950,KR7054950001,제이브이엠,KOSDAQ,우량기업부,27900,2,-100,-0.36,28050,28250,26800,163123,4470382000,337307986800,12089892,KSQ
585,037560,KR7037560000,LG헬로비전,KOSPI,,4340,1,40,0.93,4300,4565,4205,14475884,63484433675,336119394100,77446865,STK
586,084680,KR7084680008,이월드,KOSPI,,2370,2,-75,-3.07,2405,2595,2315,15803265,38780247230,336080677410,141806193,STK
587,013030,KR7013030002,하이록코리아,KOSDAQ,우량기업부,26100,2,-700,-2.61,26750,26750,25900,43499,1139909250,335542905000,12856050,KSQ
588,265520,KR7265520007,AP시스템,KOSDAQ,우량기업부,21900,2,-300,-1.35,22500,22850,21850,110343,2450565700,334663119900,15281421,KSQ
589,029960,KR7029960002,코엔텍,KOSDAQ,우량기업부,6670,2,-110,-1.62,6830,6830,6660,89949,602118160,333500000000,50000000,KSQ
590,003300,KR7003300001,한일홀딩스,KOSPI,,10800,2,-150,-1.37,10940,10940,10790,21132,228904870,332995147200,30832884,STK
591,035600,KR7035600006,KG이니시스,KOSDAQ,우량기업부,11860,2,-210,-1.74,12090,12190,11860,165239,1979893010,330946587240,27904434,KSQ
592,002320,KR7002320000,한진,KOSPI,,22050,1,50,0.23,22050,22450,21900,46110,1022951150,329595197400,14947628,STK
