,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
1312,014940,KR7014940001,오리엔탈정공,KOSDAQ,우량기업부,2655,2,-55,-2.03,2725,2725,2615,136525,362145865,120998069955,45573661,KSQ
1313,241840,KR7241840008,에이스토리,KOSDAQ,중견기업부,12680,2,-360,-2.76,13040,13040,12620,51762,659753040,120967123920,9539994,KSQ
1314,263690,KR7263690000,디알젬,KOSDAQ,우량기업부,10680,2,-480,-4.3,11060,11060,10660,20789,225064450,120957514800,11325610,KSQ
1315,263860,KR7263860009,지니언스,KOSDAQ,벤처기업부,12800,2,-660,-4.9,13460,13470,12450,44759,579277310,120890880000,9444600,KSQ
1316,215090,KR7215090002,휴센텍,KOSDAQ,투자주의환기종목(소속부없음),1505,0,0,0.0,0,0,0,0,0,120843123170,80294434,KSQ
1317,178780,KR7178780003,일월지엠엘,KOSDAQ,관리종목(소속부없음),8650,0,0,0.0,0,0,0,0,0,120790286750,13964195,KSQ
1318,148140,KR7148140007,비디아이,KOSDAQ,관리종목(소속부없음),6140,0,0,0.0,0,0,0,0,0,120570191460,19636839,KSQ
1319,100700,KR7100700004,세운메디칼,KOSDAQ,우량기업부,2750,2,-80,-2.83,2820,2820,2745,70137,193891770,120450000000,43800000,KSQ
1320,013580,KR7013580006,계룡건설,KOSPI,,13470,2,-340,-2.46,13780,13850,13470,47182,639938600,120299317290,8930907,STK
1321,352090,KR7352090005,스톰테크,KOSDAQ,중견기업부,8950,2,-450,-4.79,9380,9400,8950,168991,1535725050,120256666050,13436499,KSQ
1322,115180,KR7115180002,큐리언트,KOSDAQ,벤처기업부,4525,3,0,0.0,4520,4710,4195,764194,3372933205,120230793025,26570341,KSQ
1323,170030,KR7170030001,현대공업,KOSDAQ,우량기업부,7830,2,-420,-5.09,8000,8050,7730,959613,7507896270,120112200000,15340000,KSQ
1324,001540,KR7001540004,안국약품,KOSDAQ,우량기업부,9200,2,-360,-3.77,9620,9640,9140,79661,736116080,119990264000,13042420,KSQ
1325,004150,KR7004150009,한솔홀딩스,KOSPI,,2850,2,-20,-0.7,2875,2875,2825,37297,106110700,119724444450,42008577,STK
1326,065530,KR7065530008,와이어블,KOSDAQ,중견기업부,2260,1,110,5.12,2110,2580,2080,21394119,51035706685,119463600000,52860000,KSQ
1327,417790,KR7417790003,트루엔,KOSDAQ,벤처기업부,10860,2,-580,-5.07,11440,11440,10840,136346,1495419270,119456199000,10999650,KSQ
1328,389470,KR7389470006,인벤티지랩,KOSDAQ,기술성장기업부,14120,2,-420,-2.89,14510,14510,13910,133010,1876163220,119364210720,8453556,KSQ
1329,003460,KR7003460003,유화증권,KOSPI,,2105,2,-30,-1.41,2135,2135,2090,14373,30248415,119358583575,56702415,STK
1330,215360,KR7215360009,우리산업,KOSDAQ,중견기업부,13070,2,-330,-2.46,13350,13390,13070,23508,308468180,119357370410,9132163,KSQ
1331,340930,KR7340930007,유일에너테크,KOSDAQ,벤처기업부,10400,2,-220,-2.07,10760,10840,10350,38582,403437010,119268760000,11468150,KSQ
1332,382480,KR7382480002,지아이텍,KOSDAQ,벤처기업부,3030,2,-145,-4.57,3150,3155,3030,182558,559156235,119252134200,39357140,KSQ
1333,234920,KR7234920007,자이글,KOSDAQ,벤처기업부,8800,1,450,5.39,9620,10850,8470,6731926,67169025220,119072008000,13530910,KSQ
1334,006740,KR7006740005,영풍제지,KOSPI,,2560,2,-40,-1.54,2610,2610,2540,1094509,2801564350,118994298880,46482148,STK
1335,052710,KR7052710001,아모텍,KOSDAQ,중견기업부,8120,2,-340,-4.02,8500,8500,8040,68176,557737860,118674685080,14615109,KSQ
1336,010470,KR7010470003,오리콤,KOSDAQ,우량기업부,9870,1,40,0.41,9900,9900,9410,78207,745486980,118193743500,11975050,KSQ
1337,142210,KR7142210004,유니트론텍,KOSDAQ,우량기업부,6140,2,-250,-3.91,6320,6380,6050,826937,5099841980,118171004880,19246092,KSQ
1338,352910,KR7352910004,오비고,KOSDAQ,기술성장기업부,9680,1,120,1.26,9700,9740,9160,64583,606559510,118045741440,12194808,KSQ
1339,391710,KR7391710001,코닉오토메이션,KOSDAQ,중견기업부,2840,2,-130,-4.38,2935,2960,2795,674470,1919585765,117869150480,41503222,KSQ
1340,120240,KR7120240007,대정화금,KOSDAQ,우량기업부,16390,2,-420,-2.5,16810,16960,16310,49064,808201750,117850508490,7190391,KSQ
1341,064800,KR7064800006,젬백스링크,KOSDAQ,우량기업부,1407,2,-40,-2.76,1448,1458,1385,457561,647971519,117832193619,83747117,KSQ
1342,023800,KR7023800006,인지컨트롤스,KOSPI,,7450,2,-280,-3.62,7740,7740,7420,98634,738121920,117778517650,15809197,STK
1343,173130,KR7173130006,오파스넷,KOSDAQ,중견기업부,9920,2,-220,-2.17,10110,10190,9880,160129,1593657000,117655465600,11860430,KSQ
1344,241690,KR7241690007,유니테크노,KOSDAQ,우량기업부,4700,2,-540,-10.31,5110,5180,4685,1103552,5363167280,117554355500,25011565,KSQ
1345,086670,KR7086670007,비엠티,KOSDAQ,우량기업부,12870,2,-450,-3.38,13200,13290,12850,53660,697478020,117440989380,9125174,KSQ
1346,411080,KR7411080005,샌즈랩,KOSDAQ,기술성장기업부,7780,2,-410,-5.01,8190,8600,7730,166646,1360750650,117440951640,15095238,KSQ
1347,241790,KR7241790005,오션브릿지,KOSDAQ,우량기업부,11740,2,-390,-3.22,12130,12320,11740,34297,407471150,117430923160,10002634,KSQ
1348,002200,KR7002200004,한국수출포장,KOSPI,,2935,2,-140,-4.55,3075,3075,2935,251553,751184190,117400000000,40000000,STK
1349,126880,KR7126880004,제이엔케이히터,KOSDAQ,우량기업부,5050,2,-140,-2.7,5170,5190,5000,146635,738673690,117184760150,23204903,KSQ
1350,041930,KR7041930009,동아화성,KOSDAQ,우량기업부,7410,2,-290,-3.77,7740,7740,7360,63095,469854080,117078000000,15800000,KSQ
1351,162300,KR7162300008,신스틸,KOSDAQ,중견기업부,2815,2,-105,-3.6,2945,2950,2810,138249,393429930,116741940330,41471382,KSQ
1352,032560,KR7032560005,황금에스티,KOSPI,,6850,2,-130,-1.86,6990,7010,6800,52512,360768590,116450000000,17000000,STK
1353,253840,KR7253840003,수젠텍,KOSDAQ,우량기업부,6960,2,-210,-2.93,7170,7170,6910,96054,670616320,116389351680,16722608,KSQ
1354,218150,KR7218150001,미래생명자원,KOSDAQ,벤처기업부,5700,1,430,8.16,5170,5940,5170,12296306,69906580270,116370071400,20415802,KSQ
1355,012800,KR7012800009,대창,KOSPI,,1274,2,-30,-2.3,1304,1309,1265,505003,645248726,116112995726,91140499,STK
1356,241820,KR7241820000,피씨엘,KOSDAQ,벤처기업부,2250,1,20,0.9,2250,2330,2075,1404817,3080698835,115939593000,51528708,KSQ
1357,251120,KR7251120002,바이오에프디엔씨,KOSDAQ,기술성장기업부,13330,2,-530,-3.82,13860,13860,13210,24084,324877390,115913681000,8695700,KSQ
1358,005870,KR7005870001,휴니드,KOSPI,,8200,1,980,13.57,7240,8900,7210,23301463,189972190940,115751323000,14116015,STK
1359,361570,KR7361570005,알비더블유,KOSDAQ,중견기업부,4040,2,-10,-0.25,4060,4090,3835,150575,595702390,115686575640,28635291,KSQ
1360,009730,KR7009730003,코센,KOSDAQ,중견기업부,3785,1,20,0.53,3785,3815,3440,1092899,3945266690,115657389590,30556774,KSQ
1361,058630,KR7058630005,엠게임,KOSDAQ,우량기업부,5900,2,-160,-2.64,6030,6170,5850,191797,1134586590,115308874300,19543877,KSQ
1362,054800,KR7054800008,아이디스홀딩스,KOSDAQ,중견기업부,11130,1,20,0.18,11120,11140,11040,2742,30386840,115170524280,10347756,KSQ
1363,019440,KR7019440007,세아특수강,KOSPI,,13430,2,-290,-2.11,13730,13730,13390,6941,93646640,115095100000,8570000,STK
1364,452160,KR7452160005,제이엔비,KOSDAQ,중견기업부,12480,2,-280,-2.19,12710,12760,12240,28644,357743480,114996598080,9214471,KSQ
1365,264660,KR7264660002,씨앤지하이테크,KOSDAQ,우량기업부,12470,2,-90,-0.72,12550,12550,12410,7049,87877830,114949519950,9218085,KSQ
1366,232530,KR7232530006,이엠티,KONEX,일반기업부,4485,2,-65,-1.43,4600,4600,4485,636,2861420,114880153440,25614304,KNX
1367,035610,KR7035610005,솔본,KOSDAQ,중견기업부,4200,2,-100,-2.33,4295,4305,4150,158375,666193760,114853187400,27345997,KSQ
1368,023450,KR7023450000,동남합성,KOSPI,,32800,2,-300,-0.91,33250,33300,32800,212,6998750,114800000000,3500000,STK
1369,317830,KR7317830008,에스피시스템스,KOSDAQ,벤처기업부,10630,2,-700,-6.18,11210,11290,10500,361837,3890276440,114525685340,10773818,KSQ
1370,053580,KR7053580007,웹케시,KOSDAQ,우량기업부,8390,2,-320,-3.67,8710,8790,8350,54431,458848770,114408120720,13636248,KSQ
1371,368770,KR7368770004,파이버프로,KOSDAQ,벤처기업부,3480,2,-55,-1.56,3505,3635,3410,658625,2314166265,114332703000,32854225,KSQ
1372,053280,KR7053280004,예스24,KOSDAQ,우량기업부,4570,2,-155,-3.28,4705,4735,4560,87153,402919090,114250000000,25000000,KSQ
1373,284620,KR7284620002,카이노스메드,KOSDAQ,기술성장기업부,4090,2,-210,-4.88,4240,4240,4000,41925,172480465,114202599640,27922396,KSQ
1374,353810,KR7353810005,이지바이오,KOSDAQ,우량기업부,3340,2,-25,-0.74,3320,3385,3235,75922,251013430,114200344800,34191720,KSQ
1375,049520,KR7049520000,유아이엘,KOSDAQ,중견기업부,5240,1,50,0.96,5180,5260,5050,55225,283681290,114153064640,21784936,KSQ
1376,066790,KR7066790007,씨씨에스,KOSDAQ,중견기업부,2035,2,-95,-4.46,2120,2125,2005,1931446,3936697095,114010988960,56025056,KSQ
1377,105550,KR7105550008,트루윈,KOSDAQ,중견기업부,2505,2,-50,-1.96,2620,2620,2435,244783,603726670,113847097215,45447943,KSQ
1378,033230,KR7033230004,인성정보,KOSDAQ,중견기업부,2900,2,-125,-4.13,3000,3020,2895,534637,1566789700,113724602000,39215380,KSQ
1379,023000,KR7023000003,삼원강재,KOSPI,,2840,2,-45,-1.56,2895,2895,2810,21543,61277855,113600000000,40000000,STK
1380,330350,KR7330350000,위더스제약,KOSDAQ,우량기업부,8610,2,-280,-3.15,8870,8870,8510,123183,1065041340,113589818580,13192778,KSQ
1381,001750,KR7001750009,한양증권,KOSPI,,8920,2,-60,-0.67,8990,9170,8890,11743,104751260,113538523280,12728534,STK
1382,206400,KR7206400004,베노티앤알,KOSDAQ,중견기업부,3770,2,-40,-1.05,3755,3870,3745,100465,379604715,113474315760,30099288,KSQ
1383,274400,KR7274400001,이노시뮬레이션,KOSDAQ,기술성장기업부,14500,2,-850,-5.54,15500,15500,14500,136608,2013244490,113387477000,7819826,KSQ
1384,033180,KR7033180001,KH 필룩스,KOSPI,,1326,0,0,0.0,0,0,0,0,0,113141334540,85325290,STK
1385,003100,KR7003100005,선광,KOSDAQ,우량기업부,17120,2,-210,-1.21,17480,17510,16840,26468,450040930,112992000000,6600000,KSQ
1386,011690,KR7011690005,와이투솔루션,KOSPI,,3080,2,-200,-6.1,3300,3350,3080,332206,1055984055,112649133520,36574394,STK
1387,267290,KR7267290005,경동도시가스,KOSPI,,19060,2,-270,-1.4,19330,19340,19040,30968,593178840,112366438360,5895406,STK
1388,073640,KR7073640005,테라사이언스,KOSDAQ,투자주의환기종목(소속부없음),1175,2,-58,-4.7,1233,1263,1172,1420032,1699493867,112315199700,95587404,KSQ
1389,306620,KR7306620006,네온테크,KOSDAQ,벤처기업부,2690,2,-75,-2.71,2765,2765,2640,264906,709209340,112209602830,41713607,KSQ
1390,000230,KR7000230003,일동홀딩스,KOSPI,,9700,2,-180,-1.82,9910,9930,9400,40820,393636900,111941880000,11540400,STK
1391,009470,KR7009470006,삼화전기,KOSPI,,16910,2,-970,-5.43,17880,18180,16800,127293,2198902550,111839696200,6613820,STK
1392,289860,KR7289860009,지슨,KONEX,일반기업부,6450,2,-30,-0.46,6770,6770,6400,6989,45179330,111775784550,17329579,KNX
1393,217730,KR7217730001,강스템바이오텍,KOSDAQ,기술성장기업부,1998,1,1,0.05,2035,2035,1910,392665,770527191,111763974150,55937925,KSQ
1394,004830,KR7004830006,덕성,KOSPI,,7120,2,-260,-3.52,7380,7380,7070,250510,1791537480,111641600000,15680000,STK
1395,256940,KR7256940008,케이피에스,KOSDAQ,벤처기업부,5940,2,-180,-2.94,6100,6180,5910,37564,224270310,111367028520,18748658,KSQ
1396,001045,KR7001041003,CJ우,KOSPI,,49250,2,-650,-1.3,50100,50100,49200,2236,110698350,111315982750,2260223,STK
1397,288620,KR7288620008,에스퓨얼셀,KOSDAQ,벤처기업부,15850,2,-940,-5.6,16810,16810,15810,47328,762146650,110622158600,6979316,KSQ
1398,217190,KR7217190008,제너셈,KOSDAQ,벤처기업부,12600,2,-370,-2.85,12970,13060,12500,38742,490158390,110491592400,8769174,KSQ
1399,034590,KR7034590000,인천도시가스,KOSPI,,25250,2,-50,-0.2,25450,25450,25200,417,10543800,110462538500,4374754,STK
1400,027050,KR7027050004,코리아나,KOSDAQ,중견기업부,2760,2,-110,-3.83,2855,2885,2755,368361,1028417470,110400000000,40000000,KSQ
1401,016740,KR7016740003,두올,KOSPI,,3335,2,-120,-3.47,3445,3450,3310,204104,688346465,110277377800,33066680,STK
1402,317770,KR7317770006,엑스페릭스,KOSDAQ,벤처기업부,4840,2,-180,-3.59,5020,5030,4815,324418,1577161315,110262973040,22781606,KSQ
1403,005710,KR7005710009,대원산업,KOSDAQ,우량기업부,5500,2,-60,-1.08,5530,5530,5370,20875,113498930,110206800000,20037600,KSQ
1404,036580,KR7036580009,팜스코,KOSPI,,2990,2,-120,-3.86,3110,3110,2990,113160,343090025,109816549570,36727943,STK
1405,045660,KR7045660008,에이텍,KOSDAQ,우량기업부,13290,2,-270,-1.99,13560,14050,13250,131085,1769884210,109775400000,8260000,KSQ
1406,293580,KR7293580007,나우IB,KOSDAQ,중견기업부,1145,2,-40,-3.38,1185,1185,1138,502567,579969967,109656650000,95770000,KSQ
1407,066590,KR7066590001,우수AMS,KOSDAQ,중견기업부,2805,2,-95,-3.28,2900,2905,2750,231387,650099175,109600056720,39073104,KSQ
1408,011300,KR7011300001,성안,KOSPI,,1626,2,-23,-1.39,1640,1678,1610,335219,551217266,109512802422,67351047,STK
1409,004840,KR7004840005,DRB동일,KOSPI,,5480,2,-220,-3.86,5700,5740,5480,38265,212602550,109216400000,19930000,STK
1410,289080,KR7289080004,SV인베스트먼트,KOSDAQ,중견기업부,2045,2,-65,-3.08,2115,2130,2005,476090,975290560,108863530000,53234000,KSQ
1411,067570,KR7067570002,엔브이에이치코리아,KOSDAQ,중견기업부,2580,2,-20,-0.77,2605,2615,2540,136903,351686925,108798600000,42170000,KSQ
1412,309960,KR7309960003,LB인베스트먼트,KOSDAQ,중견기업부,4680,2,-350,-6.96,5050,5060,4680,514497,2473930500,108656678520,23217239,KSQ
1413,041440,KR7041440009,현대에버다임,KOSDAQ,중견기업부,6060,2,-170,-2.73,6230,6260,6000,145549,886877820,108570620640,17915944,KSQ
1414,049080,KR7049080005,기가레인,KOSDAQ,벤처기업부,1279,2,-76,-5.61,1343,1357,1276,2544083,3314985980,108565800813,84883347,KSQ
1415,057680,KR7057680001,티사이언티픽,KOSDAQ,중견기업부,1575,1,1,0.06,1574,1600,1542,406333,632953743,108194272200,68694776,KSQ
1416,040420,KR7040420002,정상제이엘에스,KOSDAQ,우량기업부,6900,2,-40,-0.58,6930,6940,6890,16981,117221190,108175108800,15677552,KSQ
1417,049960,KR7049960008,쎌바이오텍,KOSDAQ,벤처기업부,11500,2,-50,-0.43,11550,11560,11110,7530,84876300,108100000000,9400000,KSQ
1418,012600,KR7012600003,청호ICT,KOSPI,,2490,0,0,0.0,0,0,0,0,0,107911154370,43337813,STK
1419,332570,KR7332570001,와이팜,KOSDAQ,벤처기업부,2735,2,-120,-4.2,2855,2855,2710,214785,589117020,107866638660,39439356,KSQ
1420,041920,KR7041920000,메디아나,KOSDAQ,우량기업부,6740,2,-440,-6.13,7170,7200,6690,292570,2018668450,107840000000,16000000,KSQ
1421,067290,KR7067290007,JW신약,KOSDAQ,중견기업부,2225,2,-75,-3.26,2300,2305,2220,79249,178415205,107750468825,48427177,KSQ
1422,257370,KR7257370007,피엔티엠에스,KOSDAQ,관리종목(소속부없음),9210,0,0,0.0,0,0,0,0,0,107645199810,11687861,KSQ
1423,263050,KR7263050007,유틸렉스,KOSDAQ,기술성장기업부,2915,2,-135,-4.43,3050,3075,2880,228327,666808000,107163722325,36762855,KSQ
1424,043650,KR7043650001,국순당,KOSDAQ,우량기업부,6000,2,-180,-2.91,6200,6200,5990,169388,1024411380,107149824000,17858304,KSQ
1425,004720,KR7004720009,팜젠사이언스,KOSPI,,5950,2,-250,-4.03,6210,6210,5900,226313,1357077120,107114690550,18002469,STK
1426,071670,KR7071670004,에이테크솔루션,KOSDAQ,우량기업부,10700,2,-560,-4.97,11260,11260,10650,81862,889503420,107000000000,10000000,KSQ
1427,160600,KR7160600003,이큐셀,KOSDAQ,관리종목(소속부없음),3100,0,0,0.0,0,0,0,0,0,106895911200,34482552,KSQ
1428,002460,KR7002460004,화성산업,KOSPI,,10500,2,-100,-0.94,10460,10570,10350,9233,96232560,106575000000,10150000,STK
1429,168360,KR7168360006,펨트론,KOSDAQ,벤처기업부,10010,2,-70,-0.69,10110,10150,9780,148995,1493893760,106547861420,10644142,KSQ
1430,004890,KR7004890000,동일산업,KOSPI,,43850,2,-900,-2.01,44550,44650,43850,2873,126887650,106345677750,2425215,STK
1431,215100,KR7215100009,로보로보,KOSDAQ,벤처기업부,5220,2,-220,-4.04,5350,5370,5080,450852,2338818050,106218929880,20348454,KSQ
1432,108380,KR7108380007,대양전기공업,KOSDAQ,우량기업부,11100,3,0,0.0,11090,11100,10730,24845,271868740,106197396300,9567333,KSQ
1433,050110,KR7050110006,캠시스,KOSDAQ,중견기업부,1436,2,-37,-2.51,1474,1485,1435,596390,864727163,106011433448,73824118,KSQ
1434,053450,KR7053450003,세코닉스,KOSDAQ,중견기업부,7160,2,-230,-3.11,7400,7480,7130,221512,1600399620,105916469480,14792803,KSQ
1435,232680,KR7232680009,라온테크,KOSDAQ,기술성장기업부,8460,2,-300,-3.42,8800,8800,8460,52751,450332090,105785819640,12504234,KSQ
1436,203690,KR7203690003,스피어파워,KOSDAQ,벤처기업부,8890,1,90,1.02,9000,9000,8560,78754,689656480,105745954370,11894933,KSQ
1437,307930,KR7307930008,컴퍼니케이,KOSDAQ,중견기업부,6770,2,-780,-10.33,7490,7490,6650,759589,5248724080,105679700000,15610000,KSQ
1438,417970,KR7417970001,모델솔루션,KOSDAQ,중견기업부,16490,2,-610,-3.57,17360,17460,16420,57992,972474640,105481583000,6396700,KSQ
1439,005990,KR7005990007,매일홀딩스,KOSDAQ,우량기업부,7670,2,-60,-0.78,7720,7740,7660,6605,50847210,105219391680,13718304,KSQ
1440,007820,KR7007820004,에스엠코어,KOSDAQ,중견기업부,5250,2,-100,-1.87,5300,5380,5120,82883,431818440,105178216500,20033946,KSQ
1441,018120,KR7018120006,진로발효,KOSDAQ,우량기업부,15880,1,190,1.21,15690,16000,15670,8956,142301760,105143385600,6621120,KSQ
1442,054920,KR7054920004,한컴위드,KOSDAQ,중견기업부,3720,2,-180,-4.62,3870,3935,3680,576915,2176040835,104967541320,28217081,KSQ
1443,086710,KR7086710001,선진뷰티사이언스,KOSDAQ,중견기업부,8600,2,-110,-1.26,8720,8880,8470,58333,502174300,104948208000,12203280,KSQ
1444,064240,KR7064240005,홈캐스트,KOSDAQ,중견기업부,2995,2,-55,-1.8,3055,3070,2985,86401,260779090,104938845940,35038012,KSQ
1445,333620,KR7333620003,엔시스,KOSDAQ,벤처기업부,9940,2,-280,-2.74,10350,10350,9910,29202,291464760,104930059360,10556344,KSQ
1446,396690,KR7396690000,미래에셋글로벌리츠,KOSPI,,2645,2,-65,-2.4,2700,2730,2610,137467,363349400,104757711300,39605940,STK
1447,007280,KR7007280001,한국특강,KOSPI,,1727,2,-54,-3.03,1780,1780,1727,40544,70848594,104638235746,60589598,STK
1448,950110,KR8392070007,SBI핀테크솔루션즈,KOSDAQ,외국기업(소속부없음),4350,2,-90,-2.03,4440,4440,4345,8262,36143885,104628549000,24052540,KSQ
1449,066980,KR7066980004,한성크린텍,KOSDAQ,중견기업부,2090,4,479,29.73,1649,2090,1612,7210465,13813558418,104574046610,50035429,KSQ
1450,199820,KR7199820002,제일전기공업,KOSDAQ,우량기업부,9410,2,-340,-3.49,9750,9760,9370,26122,246904280,104545100000,11110000,KSQ
1451,350520,KR7350520003,이지스레지던스리츠,KOSPI,,3685,2,-20,-0.54,3725,3725,3675,11068,40849475,104501503645,28358617,STK
1452,004100,KR7004100004,태양금속,KOSPI,,2845,2,-80,-2.74,2920,2920,2760,818051,2292716160,104411500000,36700000,STK
1453,053160,KR7053160008,프리엠스,KOSDAQ,중견기업부,17400,1,590,3.51,16900,17400,16500,81805,1387250020,104400000000,6000000,KSQ
1454,093920,KR7093920007,서원인텍,KOSDAQ,우량기업부,5610,2,-90,-1.58,5700,5710,5580,27541,154638030,104346000000,18600000,KSQ
1455,012690,KR7012690004,모나리자,KOSPI,,2850,2,-95,-3.23,2915,2950,2815,380349,1096626775,104228076750,36571255,STK
1456,096775,KR7096771001,SK이노베이션우,KOSPI,,83400,2,-2400,-2.8,84200,85200,83300,4087,342712100,104118728400,1248426,STK
1457,446540,KR7446540007,메가터치,KOSDAQ,중견기업부,5010,2,-260,-4.93,5270,5270,5000,494389,2513412860,104062710000,20771000,KSQ
1458,002720,KR7002720001,국제약품,KOSPI,,4910,2,-160,-3.16,5070,5110,4850,269553,1328216320,103894775120,21159832,STK
1459,012170,KR7012170007,아센디오,KOSPI,,1003,2,-41,-3.93,1046,1068,1000,703968,728890488,103880196464,103569488,STK
1460,073560,KR7073560005,우리손에프앤지,KOSDAQ,우량기업부,1500,2,-13,-0.86,1510,1514,1490,256308,384038394,103856464500,69237643,KSQ
1461,150900,KR7150900009,파수,KOSDAQ,벤처기업부,8900,2,-340,-3.68,9190,9200,8590,143758,1258895330,103835605800,11666922,KSQ
1462,265560,KR7265560003,영화테크,KOSDAQ,벤처기업부,9700,2,-220,-2.22,9900,9930,9650,36419,353880230,103694746000,10690180,KSQ
1463,241520,KR7241520006,DSC인베스트먼트,KOSDAQ,중견기업부,3715,1,75,2.06,3670,3950,3670,519644,1970795335,103319362145,27811403,KSQ
1464,112290,KR7112290002,와이씨켐,KOSDAQ,기술성장기업부,10210,2,-310,-2.95,10600,10620,10110,25138,258406450,103228664450,10110545,KSQ
1465,006140,KR7006140008,피제이전자,KOSDAQ,우량기업부,6880,1,260,3.93,6740,6960,6580,332062,2257020830,103200000000,15000000,KSQ
1466,408920,KR7408920007,메쎄이상,KOSDAQ,중견기업부,2385,2,-15,-0.63,2425,2425,2355,92868,221135000,103109405175,43232455,KSQ
1467,003610,KR7003610003,방림,KOSPI,,2435,2,-35,-1.42,2450,2490,2435,94535,232086665,103034809150,42314090,STK
1468,396300,KR7396300006,세아메카닉스,KOSDAQ,벤처기업부,3885,2,-140,-3.48,4025,4045,3885,167410,660492170,102911707500,26489500,KSQ
1469,260930,KR7260930003,씨티케이,KOSDAQ,중견기업부,5320,2,-10,-0.19,5360,5360,5110,33942,175903570,102897264120,19341591,KSQ
1470,066670,KR7066670001,디스플레이텍,KOSDAQ,우량기업부,5500,2,-160,-2.83,5640,5780,5430,171916,946511300,102805549000,18691918,KSQ
1471,308080,KR7308080001,바이젠셀,KOSDAQ,기술성장기업부,5360,2,-200,-3.6,5580,5580,5280,87333,468641990,102728366400,19165740,KSQ
1472,234300,KR7234300002,에스트래픽,KOSDAQ,벤처기업부,3730,2,-170,-4.36,3900,3915,3730,215674,818233870,102695262660,27532242,KSQ
1473,003350,KR7003350006,한국화장품제조,KOSPI,,22650,2,-800,-3.41,23400,24950,22600,18872,434016200,102649800000,4532000,STK
1474,093190,KR7093190007,빅솔론,KOSDAQ,우량기업부,5330,2,-90,-1.66,5420,5480,5330,31654,170810920,102543363650,19238905,KSQ
1475,234100,KR7234100006,폴라리스세원,KOSDAQ,우량기업부,1884,2,-28,-1.46,1921,1953,1882,743670,1415878866,102384563232,54344248,KSQ
1476,066620,KR7066620006,국보디자인,KOSDAQ,우량기업부,13640,2,-260,-1.87,13900,13950,13620,6510,89147140,102300000000,7500000,KSQ
1477,002600,KR7002600005,조흥,KOSPI,,170400,2,-2700,-1.56,172400,172400,170200,37,6315600,102240000000,600000,STK
1478,066910,KR7066910001,손오공,KOSDAQ,중견기업부,3025,2,-5,-0.17,3030,3090,2970,659281,1993609550,102197383475,33784259,KSQ
1479,072020,KR7072020001,중앙백신,KOSDAQ,벤처기업부,10580,2,-80,-0.75,10830,11000,10530,168293,1805663150,102188908460,9658687,KSQ
1480,294630,KR7294630009,서남,KOSDAQ,기술성장기업부,4340,2,-205,-4.51,4580,4585,4285,882865,3861775455,102156912060,23538459,KSQ
1481,009410,KR7009410002,태영건설,KOSPI,,2625,2,-165,-5.91,2790,2800,2600,1673324,4434639860,102110132250,38899098,STK
1482,078130,KR7078130002,국일제지,KOSDAQ,관리종목(소속부없음),800,0,0,0.0,0,0,0,0,0,102093978400,127617473,KSQ
1483,010170,KR7010170009,대한광통신,KOSDAQ,중견기업부,1370,2,-50,-3.52,1423,1431,1366,300069,414906908,102080297420,74511166,KSQ
1484,226400,KR7226400000,오스테오닉,KOSDAQ,기술성장기업부,4940,2,-70,-1.4,5010,5060,4880,151035,747335235,102068308940,20661601,KSQ
1485,008830,KR7008830002,대동기어,KOSDAQ,우량기업부,11350,1,170,1.52,11060,11840,10590,1886300,21285928260,102008352000,8987520,KSQ
1486,123690,KR7123690000,한국화장품,KOSPI,,6330,2,-200,-3.06,6530,6550,6310,63217,403286770,101710440000,16068000,STK
1487,155650,KR7155650005,와이엠씨,KOSDAQ,우량기업부,5220,2,-210,-3.87,5380,5380,5160,191267,999489390,101656148760,19474358,KSQ
1488,021320,KR7021320007,KCC건설,KOSDAQ,우량기업부,4750,2,-55,-1.14,4805,4890,4665,20871,98762945,101650000000,21400000,KSQ
1489,376180,KR7376180006,피코그램,KOSDAQ,벤처기업부,5510,1,10,0.18,5380,5870,5330,1892511,10572410880,101476887580,18416858,KSQ
1490,175250,KR7175250000,아이큐어,KOSDAQ,기술성장기업부,2700,4,620,29.81,2080,2700,2010,4341737,11246259395,101407593600,37558368,KSQ
1491,333430,KR7333430007,일승,KOSDAQ,중견기업부,3300,1,275,9.09,3025,3685,3020,12354317,42383517095,101398265100,30726747,KSQ
1492,013520,KR7013520002,화승코퍼레이션,KOSPI,,2025,2,-140,-6.47,2165,2165,2020,227337,472096400,101353785300,50051252,STK
1493,290720,KR7290720002,푸드나무,KOSDAQ,중견기업부,7560,2,-160,-2.07,7720,7720,7470,27861,210537240,101327118480,13403058,KSQ
1494,011150,KR7011150000,CJ씨푸드,KOSPI,,2820,2,-50,-1.74,2880,2920,2820,156381,446813080,101324779860,35930773,STK
1495,302430,KR7302430004,이노메트리,KOSDAQ,벤처기업부,10300,2,-440,-4.1,10700,10700,10240,37582,389744550,101282042400,9833208,KSQ
1496,308170,KR7308170000,씨티알모빌리티,KOSPI,,11750,2,-340,-2.81,12090,12090,11680,22529,267198200,101167500000,8610000,STK
1497,264900,KR7264900002,크라운제과,KOSPI,,8060,2,-120,-1.47,8180,8210,8050,11512,93090790,100942231000,12523850,STK
